File Name,Length,ADF Statistic,ADF Regression,ADF p-value,ADF lags,ADF Critical Value 10%,ADF Critical Value 5%,KPSS Statistics,KPSS Regression,KPSS p-value,KPSS Critical Value 10%,KPSS Critical Value 5%
daily_pressure_training.csv,7303,-17.414769625789916,c,4.8631919913655054e-30,12,-2.566981081662875,-2.861936554396301,0.1107936505063732,c,0.1,0.347,0.463
daily_pressure_test2.csv,7305,-28.002345848845064,c,0.0,3,-2.5669807635586652,-2.8619359568102607,0.05372616004464948,c,0.1,0.347,0.463
daily_pressure_test1.csv,7261,-26.45157436052378,c,0.0,4,-2.56698207099337,-2.861938412937926,0.11686158504759067,c,0.1,0.347,0.463
daily_pressure_Bamberg_1961-1970.csv,3614,-16.286774174529196,c,3.369386058107534e-29,7,-2.567196838319323,-2.8623418517008936,0.3436430156180303,c,0.1,0.347,0.463
daily_pressure_Bamberg_1981-1990.csv,3650,-20.686700822549813,c,0.0,2,-2.5671920373518233,-2.8623328335521245,0.14961135426484895,c,0.1,0.347,0.463
daily_pressure_Bamberg_2011-2020.csv,3653,-19.615903543800133,c,0.0,3,-2.567191805919415,-2.862332398828442,0.09970652360488123,c,0.1,0.347,0.463
daily_pressure_Bamberg_1991-2000.csv,3653,-17.465995018975107,c,4.569958897841119e-30,4,-2.5671919216038828,-2.8623326161306752,0.3295396779879539,c,0.1,0.347,0.463
daily_pressure_Bamberg_1971-1980.csv,3647,-20.72533343450095,c,0.0,2,-2.567192384977004,-2.8623334865327488,0.3888187056614077,c,0.08197469583560013,0.347,0.463
daily_pressure_Bamberg.csv,21869,-33.15519475468507,c,0.0,11,-2.566840390653666,-2.8616722456786157,0.25529690115204234,c,0.1,0.347,0.463
daily_pressure_Bamberg_2001-2010.csv,3652,-19.975331383480736,c,0.0,3,-2.5671919216038828,-2.8623326161306752,0.266286636693702,c,0.1,0.347,0.463
daily_pressure_training.csv,7303,-0.15034246101821855,n,0.6320733758933541,36,-1.6167834975282245,-1.9410370303501898,0.1107936505063732,c,0.1,0.347,0.463
daily_pressure_test2.csv,7305,-0.07999305223336053,n,0.6570392722659165,35,-1.6167835125720622,-1.9410370150411107,0.05372616004464948,c,0.1,0.347,0.463
daily_pressure_test1.csv,7261,0.019348264840989265,n,0.690678925454856,35,-1.616783290678788,-1.9410372408506311,0.11686158504759067,c,0.1,0.347,0.463
